scope,model_code,trigger,market_regime,horizon_trading_days,purged_boundary_count,sample_count,win_count,win_rate,win_rate_ci_low,win_rate_ci_high,mean_net_return,median_net_return
FULL,S0000,ENGULFING,UP,30,0,19271,8818,0.457579,0.450554,0.46462,0.018066,-0.012223
FULL,S0000,ENGULFING,UP,60,0,19270,9165,0.47561,0.468564,0.482665,0.042423,-0.008901
FULL,S0000,ENGULFING,UP,90,0,18617,9044,0.485793,0.478617,0.492974,0.053529,-0.007551
FULL,S0000,ENGULFING,DOWN,30,0,4108,3654,0.889484,0.87953,0.89871,0.25907,0.213012
FULL,S0000,ENGULFING,DOWN,60,0,4108,3943,0.959834,0.953388,0.965422,0.363341,0.296767
FULL,S0000,ENGULFING,DOWN,90,0,4108,3819,0.929649,0.921421,0.937075,0.317245,0.232294
FULL,S0000,ENGULFING,SIDEWAYS,30,0,26219,13686,0.521988,0.515939,0.528031,0.02437,0.006953
FULL,S0000,ENGULFING,SIDEWAYS,60,0,22557,13385,0.593386,0.58696,0.599779,0.084726,0.042266
FULL,S0000,ENGULFING,SIDEWAYS,90,0,18901,12942,0.684726,0.678065,0.691311,0.165625,0.100749
FULL,S0000,STRONG_FRACTAL,UP,30,0,43026,19574,0.454934,0.450233,0.459643,0.017978,-0.013487
FULL,S0000,STRONG_FRACTAL,UP,60,0,43022,20702,0.481196,0.476476,0.485918,0.048704,-0.006804
FULL,S0000,STRONG_FRACTAL,UP,90,0,41651,20973,0.503541,0.49874,0.508342,0.068342,0.002081
FULL,S0000,STRONG_FRACTAL,DOWN,30,0,12226,9866,0.806969,0.799877,0.813868,0.207001,0.172655
FULL,S0000,STRONG_FRACTAL,DOWN,60,0,12226,11378,0.93064,0.926,0.935009,0.350109,0.294369
FULL,S0000,STRONG_FRACTAL,DOWN,90,0,12226,11247,0.919925,0.914981,0.924605,0.317299,0.238925
FULL,S0000,STRONG_FRACTAL,SIDEWAYS,30,0,64835,31853,0.491293,0.487446,0.495142,0.019655,-0.003113
FULL,S0000,STRONG_FRACTAL,SIDEWAYS,60,0,55399,31322,0.565389,0.561257,0.569512,0.083573,0.029992
FULL,S0000,STRONG_FRACTAL,SIDEWAYS,90,0,47755,31763,0.665124,0.660878,0.669343,0.164617,0.08963
FULL,S0001,ENGULFING,UP,30,0,1277,543,0.425215,0.398364,0.452515,0.005629,-0.021772
FULL,S0001,ENGULFING,UP,60,0,1277,581,0.454973,0.427836,0.482379,0.038635,-0.016205
FULL,S0001,ENGULFING,UP,90,0,1217,552,0.453574,0.425794,0.481647,0.045989,-0.019942
FULL,S0001,ENGULFING,DOWN,30,0,175,165,0.942857,0.898021,0.968668,0.298897,0.253985
FULL,S0001,ENGULFING,DOWN,60,0,175,165,0.942857,0.898021,0.968668,0.345261,0.291045
FULL,S0001,ENGULFING,DOWN,90,0,175,162,0.925714,0.877064,0.956076,0.337455,0.252599
FULL,S0001,ENGULFING,SIDEWAYS,30,0,1949,1155,0.592612,0.570636,0.614223,0.053571,0.03173
FULL,S0001,ENGULFING,SIDEWAYS,60,0,1783,1004,0.563096,0.539962,0.585959,0.073592,0.024585
FULL,S0001,ENGULFING,SIDEWAYS,90,0,1408,922,0.65483,0.629606,0.679211,0.146402,0.080744
FULL,S0001,STRONG_FRACTAL,UP,30,0,2756,1210,0.439042,0.420612,0.457642,0.014596,-0.017581
FULL,S0001,STRONG_FRACTAL,UP,60,0,2756,1352,0.490566,0.471928,0.50923,0.055204,-0.002544
FULL,S0001,STRONG_FRACTAL,UP,90,0,2594,1263,0.486893,0.467692,0.506133,0.067574,-0.005831
FULL,S0001,STRONG_FRACTAL,DOWN,30,0,504,439,0.871032,0.83894,0.89751,0.259906,0.200064
FULL,S0001,STRONG_FRACTAL,DOWN,60,0,504,401,0.795635,0.758257,0.828541,0.286702,0.258555
FULL,S0001,STRONG_FRACTAL,DOWN,90,0,504,421,0.835317,0.800424,0.865138,0.291718,0.215523
FULL,S0001,STRONG_FRACTAL,SIDEWAYS,30,0,4802,2761,0.574969,0.560932,0.588885,0.044926,0.027934
FULL,S0001,STRONG_FRACTAL,SIDEWAYS,60,0,4423,2221,0.502148,0.487417,0.516875,0.05456,0.000825
FULL,S0001,STRONG_FRACTAL,SIDEWAYS,90,0,3388,2092,0.617473,0.600984,0.633697,0.131034,0.058107
FULL,S0002,ENGULFING,UP,30,0,17119,7789,0.454992,0.447543,0.46246,0.017753,-0.012615
FULL,S0002,ENGULFING,UP,60,0,17119,8186,0.478182,0.470705,0.485669,0.044851,-0.00739
FULL,S0002,ENGULFING,UP,90,0,16808,8052,0.479058,0.471511,0.486614,0.059136,-0.009235
FULL,S0002,ENGULFING,DOWN,30,0,4020,3284,0.816915,0.80466,0.828566,0.220333,0.188238
FULL,S0002,ENGULFING,DOWN,60,0,4020,3820,0.950249,0.943087,0.956551,0.359093,0.289362
FULL,S0002,ENGULFING,DOWN,90,0,4020,3718,0.924876,0.916315,0.932625,0.315285,0.233737
FULL,S0002,ENGULFING,SIDEWAYS,30,0,23386,12253,0.523946,0.517542,0.530342,0.025502,0.008366
FULL,S0002,ENGULFING,SIDEWAYS,60,0,20659,11840,0.573116,0.566358,0.579846,0.082741,0.032964
FULL,S0002,ENGULFING,SIDEWAYS,90,0,17723,11799,0.665745,0.658765,0.672654,0.158398,0.087796
FULL,S0002,STRONG_FRACTAL,UP,30,0,14670,6826,0.465303,0.457242,0.473383,0.020608,-0.010501
FULL,S0002,STRONG_FRACTAL,UP,60,0,14670,7138,0.486571,0.478488,0.494662,0.049965,-0.004566
FULL,S0002,STRONG_FRACTAL,UP,90,0,14384,7027,0.488529,0.480364,0.4967,0.061985,-0.006001
FULL,S0002,STRONG_FRACTAL,DOWN,30,0,3341,2817,0.843161,0.830437,0.855097,0.232822,0.188696
FULL,S0002,STRONG_FRACTAL,DOWN,60,0,3341,3210,0.96079,0.953662,0.96686,0.367326,0.303079
FULL,S0002,STRONG_FRACTAL,DOWN,90,0,3341,3082,0.922478,0.912918,0.931069,0.324164,0.238219
FULL,S0002,STRONG_FRACTAL,SIDEWAYS,30,0,22659,12043,0.531489,0.524986,0.53798,0.034342,0.01084
FULL,S0002,STRONG_FRACTAL,SIDEWAYS,60,0,20283,11739,0.578761,0.571951,0.58554,0.084697,0.035334
FULL,S0002,STRONG_FRACTAL,SIDEWAYS,90,0,17595,11848,0.673373,0.666406,0.680264,0.16376,0.091611
FULL,S0003,ENGULFING,UP,30,0,310,144,0.464516,0.409771,0.52013,0.012819,-0.011387
FULL,S0003,ENGULFING,UP,60,0,310,136,0.43871,0.384554,0.494365,0.011692,-0.028151
FULL,S0003,ENGULFING,UP,90,0,308,142,0.461039,0.406191,0.516847,0.023478,-0.014938
FULL,S0003,ENGULFING,DOWN,30,0,59,54,0.915254,0.816482,0.963258,0.349808,0.278304
FULL,S0003,ENGULFING,DOWN,60,0,59,54,0.915254,0.816482,0.963258,0.378905,0.319339
FULL,S0003,ENGULFING,DOWN,90,0,59,55,0.932203,0.838245,0.973321,0.3621,0.22857
FULL,S0003,ENGULFING,SIDEWAYS,30,0,360,177,0.491667,0.440386,0.543124,0.028304,-0.001339
FULL,S0003,ENGULFING,SIDEWAYS,60,0,334,174,0.520958,0.46745,0.57399,0.044449,0.014637
FULL,S0003,ENGULFING,SIDEWAYS,90,0,276,174,0.630435,0.572063,0.685226,0.130781,0.051171
FULL,S0003,STRONG_FRACTAL,UP,30,0,675,275,0.407407,0.370966,0.444897,0.005659,-0.029677
FULL,S0003,STRONG_FRACTAL,UP,60,0,675,296,0.438519,0.401538,0.476195,0.020793,-0.024302
FULL,S0003,STRONG_FRACTAL,UP,90,0,670,304,0.453731,0.416404,0.491586,0.026979,-0.024286
FULL,S0003,STRONG_FRACTAL,DOWN,30,0,159,134,0.842767,0.778189,0.891173,0.225426,0.173926
FULL,S0003,STRONG_FRACTAL,DOWN,60,0,159,141,0.886792,0.828155,0.927181,0.359028,0.274287
FULL,S0003,STRONG_FRACTAL,DOWN,90,0,159,144,0.90566,0.850187,0.941994,0.345145,0.247988
FULL,S0003,STRONG_FRACTAL,SIDEWAYS,30,0,991,468,0.47225,0.441335,0.50338,0.012093,-0.006665
FULL,S0003,STRONG_FRACTAL,SIDEWAYS,60,0,929,486,0.523143,0.490996,0.5551,0.047598,0.008644
FULL,S0003,STRONG_FRACTAL,SIDEWAYS,90,0,818,500,0.611247,0.577396,0.644058,0.137128,0.05187
FULL,S0004,ENGULFING,UP,30,0,3837,1776,0.462862,0.44713,0.478668,0.01745,-0.011513
FULL,S0004,ENGULFING,UP,60,0,3837,1704,0.444097,0.428439,0.459866,0.029707,-0.019223
FULL,S0004,ENGULFING,UP,90,0,3771,1757,0.465924,0.450046,0.481872,0.043895,-0.016927
FULL,S0004,ENGULFING,DOWN,30,0,687,561,0.816594,0.785922,0.843745,0.235311,0.188076
FULL,S0004,ENGULFING,DOWN,60,0,687,624,0.908297,0.884386,0.927667,0.334085,0.264676
FULL,S0004,ENGULFING,DOWN,90,0,687,615,0.895197,0.870053,0.915945,0.316966,0.219896
FULL,S0004,ENGULFING,SIDEWAYS,30,0,3934,2064,0.524657,0.509035,0.54023,0.034305,0.008223
FULL,S0004,ENGULFING,SIDEWAYS,60,0,3543,2026,0.571832,0.55547,0.588038,0.077419,0.032365
FULL,S0004,ENGULFING,SIDEWAYS,90,0,3046,1954,0.641497,0.624298,0.65834,0.138363,0.073555
FULL,S0004,STRONG_FRACTAL,UP,30,0,8093,3594,0.444087,0.433291,0.454937,0.017269,-0.017845
FULL,S0004,STRONG_FRACTAL,UP,60,0,8093,3593,0.443964,0.433168,0.454813,0.03513,-0.021865
FULL,S0004,STRONG_FRACTAL,UP,90,0,7908,3772,0.476985,0.465991,0.488002,0.060293,-0.011664
FULL,S0004,STRONG_FRACTAL,DOWN,30,0,2651,1897,0.715579,0.698103,0.732431,0.141819,0.084694
FULL,S0004,STRONG_FRACTAL,DOWN,60,0,2651,2041,0.769898,0.753492,0.785523,0.229773,0.16531
FULL,S0004,STRONG_FRACTAL,DOWN,90,0,2651,2148,0.81026,0.79489,0.824733,0.258448,0.162959
FULL,S0004,STRONG_FRACTAL,SIDEWAYS,30,0,11284,5505,0.487859,0.478642,0.497084,0.02026,-0.003992
FULL,S0004,STRONG_FRACTAL,SIDEWAYS,60,0,10166,5549,0.545839,0.536145,0.555498,0.069655,0.019765
FULL,S0004,STRONG_FRACTAL,SIDEWAYS,90,0,9049,5698,0.629683,0.61968,0.639575,0.146027,0.06542
FULL,S0005,ENGULFING,UP,30,0,5658,2533,0.447685,0.434768,0.460673,0.012389,-0.015814
FULL,S0005,ENGULFING,UP,60,0,5658,2702,0.477554,0.464558,0.49058,0.041034,-0.009252
FULL,S0005,ENGULFING,UP,90,0,5485,2624,0.478396,0.465196,0.491626,0.048455,-0.010304
FULL,S0005,ENGULFING,DOWN,30,0,1506,1310,0.869854,0.851915,0.885911,0.265256,0.219059
FULL,S0005,ENGULFING,DOWN,60,0,1506,1435,0.952855,0.94095,0.962456,0.369291,0.300548
FULL,S0005,ENGULFING,DOWN,90,0,1506,1399,0.928951,0.914855,0.940864,0.330607,0.234676
FULL,S0005,ENGULFING,SIDEWAYS,30,0,6480,3399,0.524537,0.512367,0.536678,0.030915,0.009492
FULL,S0005,ENGULFING,SIDEWAYS,60,0,5742,3218,0.560432,0.547558,0.573225,0.07434,0.026044
FULL,S0005,ENGULFING,SIDEWAYS,90,0,4964,3166,0.637792,0.62432,0.651051,0.127388,0.070383
FULL,S0005,STRONG_FRACTAL,UP,30,0,12903,5764,0.446718,0.438157,0.455311,0.014252,-0.01779
FULL,S0005,STRONG_FRACTAL,UP,60,0,12903,6210,0.481283,0.472669,0.489909,0.04967,-0.007005
FULL,S0005,STRONG_FRACTAL,UP,90,0,12372,6157,0.497656,0.488848,0.506466,0.064421,-0.001639
FULL,S0005,STRONG_FRACTAL,DOWN,30,0,4714,3548,0.752652,0.740132,0.76476,0.184659,0.142362
FULL,S0005,STRONG_FRACTAL,DOWN,60,0,4714,4258,0.903267,0.894497,0.91138,0.3278,0.273378
FULL,S0005,STRONG_FRACTAL,DOWN,90,0,4714,4254,0.902418,0.893617,0.910565,0.311646,0.228955
FULL,S0005,STRONG_FRACTAL,SIDEWAYS,30,0,18111,9032,0.498702,0.491422,0.505984,0.02371,-0.000435
FULL,S0005,STRONG_FRACTAL,SIDEWAYS,60,0,16212,8710,0.537256,0.529573,0.544922,0.071881,0.014951
FULL,S0005,STRONG_FRACTAL,SIDEWAYS,90,0,14074,8858,0.629388,0.621374,0.63733,0.142968,0.067436
FULL,S0006,ENGULFING,UP,30,0,945,430,0.455026,0.423523,0.486894,0.01946,-0.009164
FULL,S0006,ENGULFING,UP,60,0,945,491,0.519577,0.487708,0.551287,0.059065,0.008112
FULL,S0006,ENGULFING,UP,90,0,905,443,0.489503,0.457047,0.522047,0.044829,-0.006054
FULL,S0006,ENGULFING,DOWN,30,0,203,191,0.940887,0.899532,0.965865,0.286548,0.245495
FULL,S0006,ENGULFING,DOWN,60,0,203,201,0.990148,0.964796,0.997294,0.374519,0.313271
FULL,S0006,ENGULFING,DOWN,90,0,203,197,0.970443,0.937028,0.986385,0.338299,0.233964
FULL,S0006,ENGULFING,SIDEWAYS,30,0,1487,830,0.558171,0.532812,0.58323,0.026077,0.016924
FULL,S0006,ENGULFING,SIDEWAYS,60,0,1228,704,0.57329,0.54544,0.600682,0.080074,0.040124
FULL,S0006,ENGULFING,SIDEWAYS,90,0,935,657,0.702674,0.672595,0.731094,0.168459,0.098353
FULL,S0006,STRONG_FRACTAL,UP,30,0,2620,1258,0.480153,0.461065,0.499298,0.027215,-0.005243
FULL,S0006,STRONG_FRACTAL,UP,60,0,2620,1387,0.529389,0.510248,0.548445,0.070505,0.009879
FULL,S0006,STRONG_FRACTAL,UP,90,0,2537,1352,0.532913,0.513464,0.552263,0.075334,0.012911
FULL,S0006,STRONG_FRACTAL,DOWN,30,0,803,731,0.910336,0.888573,0.928193,0.263891,0.225856
FULL,S0006,STRONG_FRACTAL,DOWN,60,0,803,789,0.982565,0.970949,0.989587,0.419775,0.348669
FULL,S0006,STRONG_FRACTAL,DOWN,90,0,803,772,0.961395,0.945725,0.972671,0.362746,0.292948
FULL,S0006,STRONG_FRACTAL,SIDEWAYS,30,0,3808,1846,0.484769,0.468919,0.50065,0.011709,-0.004386
FULL,S0006,STRONG_FRACTAL,SIDEWAYS,60,0,2863,1690,0.59029,0.572167,0.608171,0.096645,0.037362
FULL,S0006,STRONG_FRACTAL,SIDEWAYS,90,0,2463,1645,0.667885,0.649036,0.686211,0.16582,0.085141
FULL,S0007,ENGULFING,UP,30,0,1773,800,0.451213,0.42818,0.474456,0.016122,-0.014666
FULL,S0007,ENGULFING,UP,60,0,1773,783,0.441624,0.418661,0.46484,0.030846,-0.020347
FULL,S0007,ENGULFING,UP,90,0,1740,817,0.46954,0.446183,0.493031,0.045513,-0.012598
FULL,S0007,ENGULFING,DOWN,30,0,296,252,0.851351,0.806333,0.887367,0.274659,0.203552
FULL,S0007,ENGULFING,DOWN,60,0,296,283,0.956081,0.926319,0.974157,0.364986,0.293601
FULL,S0007,ENGULFING,DOWN,90,0,296,281,0.949324,0.918083,0.969053,0.346119,0.263737
FULL,S0007,ENGULFING,SIDEWAYS,30,0,1839,987,0.536705,0.513861,0.559395,0.03678,0.010975
FULL,S0007,ENGULFING,SIDEWAYS,60,0,1675,968,0.57791,0.554106,0.601358,0.074955,0.031793
FULL,S0007,ENGULFING,SIDEWAYS,90,0,1449,933,0.643892,0.618886,0.668138,0.132472,0.071195
FULL,S0007,STRONG_FRACTAL,UP,30,0,4259,1801,0.422869,0.408109,0.437769,0.012984,-0.023912
FULL,S0007,STRONG_FRACTAL,UP,60,0,4259,1937,0.454802,0.439894,0.469791,0.04081,-0.018086
FULL,S0007,STRONG_FRACTAL,UP,90,0,4159,2012,0.48377,0.468604,0.498966,0.067173,-0.00649
FULL,S0007,STRONG_FRACTAL,DOWN,30,0,969,705,0.727554,0.698664,0.754647,0.167688,0.131036
FULL,S0007,STRONG_FRACTAL,DOWN,60,0,969,916,0.945304,0.92915,0.957942,0.327854,0.266417
FULL,S0007,STRONG_FRACTAL,DOWN,90,0,969,894,0.922601,0.904057,0.937807,0.321022,0.232515
FULL,S0007,STRONG_FRACTAL,SIDEWAYS,30,0,5679,2804,0.493749,0.480754,0.506752,0.021889,-0.001989
FULL,S0007,STRONG_FRACTAL,SIDEWAYS,60,0,5121,2842,0.55497,0.541322,0.568535,0.069137,0.023957
FULL,S0007,STRONG_FRACTAL,SIDEWAYS,90,0,4604,2942,0.63901,0.625026,0.652762,0.13945,0.068933
FULL,S0008,ENGULFING,UP,30,0,255,112,0.439216,0.379651,0.500584,0.022832,-0.009397
FULL,S0008,ENGULFING,UP,60,0,255,117,0.458824,0.398727,0.520143,0.031442,-0.010031
FULL,S0008,ENGULFING,UP,90,0,241,104,0.431535,0.370561,0.494658,0.038881,-0.034009
FULL,S0008,ENGULFING,DOWN,30,0,67,59,0.880597,0.78168,0.938238,0.245884,0.197519
FULL,S0008,ENGULFING,DOWN,60,0,67,65,0.970149,0.897534,0.991775,0.370429,0.291369
FULL,S0008,ENGULFING,DOWN,90,0,67,65,0.970149,0.897534,0.991775,0.277919,0.219344
FULL,S0008,ENGULFING,SIDEWAYS,30,0,391,216,0.55243,0.502871,0.600968,0.034282,0.016924
FULL,S0008,ENGULFING,SIDEWAYS,60,0,306,195,0.637255,0.581991,0.689115,0.139219,0.057297
FULL,S0008,ENGULFING,SIDEWAYS,90,0,255,180,0.705882,0.647235,0.758419,0.166576,0.118514
FULL,S0008,STRONG_FRACTAL,UP,30,0,851,422,0.495887,0.462389,0.529422,0.023435,-0.001251
FULL,S0008,STRONG_FRACTAL,UP,60,0,850,388,0.456471,0.423256,0.490077,0.027966,-0.013197
FULL,S0008,STRONG_FRACTAL,UP,90,0,832,449,0.539663,0.505691,0.573271,0.065369,0.016648
FULL,S0008,STRONG_FRACTAL,DOWN,30,0,330,304,0.921212,0.887062,0.945668,0.235455,0.198103
FULL,S0008,STRONG_FRACTAL,DOWN,60,0,330,324,0.981818,0.960907,0.991641,0.356973,0.304519
FULL,S0008,STRONG_FRACTAL,DOWN,90,0,330,313,0.948485,0.919058,0.967591,0.291849,0.221722
FULL,S0008,STRONG_FRACTAL,SIDEWAYS,30,0,1461,731,0.500342,0.474736,0.525946,0.016114,0.000181
FULL,S0008,STRONG_FRACTAL,SIDEWAYS,60,0,1110,658,0.592793,0.563618,0.621328,0.096486,0.040095
FULL,S0008,STRONG_FRACTAL,SIDEWAYS,90,0,946,602,0.636364,0.605215,0.666409,0.153212,0.074568
FULL,S0009,ENGULFING,UP,30,0,736,344,0.467391,0.431608,0.503513,0.021818,-0.011105
FULL,S0009,ENGULFING,UP,60,0,736,400,0.543478,0.50736,0.579145,0.061596,0.014029
FULL,S0009,ENGULFING,UP,90,0,703,363,0.516358,0.479429,0.55311,0.062321,0.009805
FULL,S0009,ENGULFING,DOWN,30,0,266,250,0.93985,0.904536,0.96264,0.291277,0.246
FULL,S0009,ENGULFING,DOWN,60,0,266,259,0.973684,0.946686,0.987195,0.36179,0.317841
FULL,S0009,ENGULFING,DOWN,90,0,266,253,0.951128,0.918192,0.971219,0.29229,0.239942
FULL,S0009,ENGULFING,SIDEWAYS,30,0,972,508,0.522634,0.491206,0.553884,0.023688,0.006737
FULL,S0009,ENGULFING,SIDEWAYS,60,0,825,462,0.56,0.525927,0.593517,0.078159,0.028137
FULL,S0009,ENGULFING,SIDEWAYS,90,0,724,458,0.632597,0.596866,0.666928,0.13387,0.062187
FULL,S0009,STRONG_FRACTAL,UP,30,0,1290,601,0.465891,0.438812,0.493174,0.010611,-0.011969
FULL,S0009,STRONG_FRACTAL,UP,60,0,1290,638,0.494574,0.467347,0.521833,0.049844,-0.001439
FULL,S0009,STRONG_FRACTAL,UP,90,0,1205,606,0.502905,0.47471,0.531081,0.069635,0.000698
FULL,S0009,STRONG_FRACTAL,DOWN,30,0,472,387,0.819915,0.782711,0.851955,0.232602,0.213355
FULL,S0009,STRONG_FRACTAL,DOWN,60,0,472,455,0.963983,0.943082,0.977393,0.376082,0.317816
FULL,S0009,STRONG_FRACTAL,DOWN,90,0,472,446,0.944915,0.920512,0.962135,0.329257,0.242182
FULL,S0009,STRONG_FRACTAL,SIDEWAYS,30,0,1704,854,0.501174,0.477458,0.524884,0.021694,7.6e-05
FULL,S0009,STRONG_FRACTAL,SIDEWAYS,60,0,1429,812,0.56823,0.542399,0.593694,0.097228,0.031339
FULL,S0009,STRONG_FRACTAL,SIDEWAYS,90,0,1268,829,0.653785,0.62717,0.679472,0.150484,0.076756
FULL,S0010,ENGULFING,UP,30,0,6548,2854,0.435858,0.423889,0.447903,0.011453,-0.019219
FULL,S0010,ENGULFING,UP,60,0,6547,2946,0.449977,0.437959,0.462054,0.033743,-0.017239
FULL,S0010,ENGULFING,UP,90,0,6407,2955,0.461214,0.449035,0.47344,0.040472,-0.020428
FULL,S0010,ENGULFING,DOWN,30,0,1141,968,0.848379,0.826401,0.868018,0.239727,0.19598
FULL,S0010,ENGULFING,DOWN,60,0,1141,1057,0.92638,0.909755,0.940145,0.348323,0.283113
FULL,S0010,ENGULFING,DOWN,90,0,1141,1039,0.910605,0.892643,0.925811,0.314106,0.228029
FULL,S0010,ENGULFING,SIDEWAYS,30,0,7440,3856,0.51828,0.506919,0.529621,0.02691,0.006442
FULL,S0010,ENGULFING,SIDEWAYS,60,0,6574,3756,0.571342,0.55934,0.583259,0.074077,0.032124
FULL,S0010,ENGULFING,SIDEWAYS,90,0,5522,3613,0.654292,0.641644,0.666725,0.14653,0.084286
FULL,S0010,STRONG_FRACTAL,UP,30,0,14655,6312,0.430706,0.422708,0.43874,0.013953,-0.021845
FULL,S0010,STRONG_FRACTAL,UP,60,0,14653,6794,0.463659,0.455596,0.471742,0.04373,-0.013396
FULL,S0010,STRONG_FRACTAL,UP,90,0,14284,6906,0.483478,0.475288,0.491676,0.061567,-0.007712
FULL,S0010,STRONG_FRACTAL,DOWN,30,0,3955,2919,0.738053,0.724124,0.751521,0.158946,0.116
FULL,S0010,STRONG_FRACTAL,DOWN,60,0,3955,3420,0.864728,0.853715,0.875034,0.291245,0.244127
FULL,S0010,STRONG_FRACTAL,DOWN,90,0,3955,3446,0.871302,0.860504,0.881379,0.282441,0.209653
FULL,S0010,STRONG_FRACTAL,SIDEWAYS,30,0,20088,9793,0.487505,0.480596,0.494419,0.020482,-0.003992
FULL,S0010,STRONG_FRACTAL,SIDEWAYS,60,0,17637,9558,0.541929,0.534567,0.549272,0.07067,0.018875
FULL,S0010,STRONG_FRACTAL,SIDEWAYS,90,0,15335,9838,0.641539,0.633914,0.649093,0.148792,0.075248
FULL,S0011,ENGULFING,UP,30,0,931,431,0.462943,0.431132,0.495059,0.018673,-0.01234
FULL,S0011,ENGULFING,UP,60,0,931,479,0.514501,0.482403,0.546479,0.06048,0.00525
FULL,S0011,ENGULFING,UP,90,0,892,416,0.466368,0.433844,0.49918,0.043547,-0.017791
FULL,S0011,ENGULFING,DOWN,30,0,386,353,0.914508,0.882368,0.938478,0.292518,0.252421
FULL,S0011,ENGULFING,DOWN,60,0,386,369,0.955959,0.930608,0.972324,0.380061,0.326847
FULL,S0011,ENGULFING,DOWN,90,0,386,366,0.948187,0.921329,0.966212,0.328582,0.252624
FULL,S0011,ENGULFING,SIDEWAYS,30,0,1540,848,0.550649,0.52571,0.575337,0.025392,0.015258
FULL,S0011,ENGULFING,SIDEWAYS,60,0,1271,721,0.56727,0.539869,0.594265,0.066963,0.026664
FULL,S0011,ENGULFING,SIDEWAYS,90,0,1098,710,0.64663,0.61789,0.674348,0.130384,0.067341
FULL,S0011,STRONG_FRACTAL,UP,30,0,2232,1011,0.452957,0.432404,0.473671,0.01616,-0.015203
FULL,S0011,STRONG_FRACTAL,UP,60,0,2232,1076,0.482079,0.461398,0.502821,0.051032,-0.005589
FULL,S0011,STRONG_FRACTAL,UP,90,0,2108,1019,0.483397,0.462114,0.50474,0.057203,-0.009664
FULL,S0011,STRONG_FRACTAL,DOWN,30,0,1153,922,0.799653,0.775572,0.821744,0.218311,0.186722
FULL,S0011,STRONG_FRACTAL,DOWN,60,0,1153,1032,0.895056,0.876035,0.911454,0.333563,0.287411
FULL,S0011,STRONG_FRACTAL,DOWN,90,0,1153,1033,0.895924,0.876964,0.912254,0.316506,0.231659
FULL,S0011,STRONG_FRACTAL,SIDEWAYS,30,0,3821,1995,0.522115,0.506262,0.537923,0.026962,0.006747
FULL,S0011,STRONG_FRACTAL,SIDEWAYS,60,0,3142,1736,0.552514,0.535074,0.569826,0.08116,0.020321
FULL,S0011,STRONG_FRACTAL,SIDEWAYS,90,0,2738,1756,0.641344,0.623193,0.659099,0.153852,0.069093
FULL,S0012,ENGULFING,UP,30,0,193,85,0.440415,0.372216,0.510938,0.000827,-0.020503
FULL,S0012,ENGULFING,UP,60,0,193,93,0.481865,0.412415,0.552023,0.065235,-0.005659
FULL,S0012,ENGULFING,UP,90,0,186,86,0.462366,0.3922,0.534055,0.046931,-0.015516
FULL,S0012,ENGULFING,DOWN,30,0,126,119,0.944444,0.889759,0.972831,0.314358,0.254275
FULL,S0012,ENGULFING,DOWN,60,0,126,122,0.968254,0.921214,0.987587,0.403724,0.333823
FULL,S0012,ENGULFING,DOWN,90,0,126,122,0.968254,0.921214,0.987587,0.313884,0.244319
FULL,S0012,ENGULFING,SIDEWAYS,30,0,349,217,0.621777,0.569833,0.671068,0.047051,0.032746
FULL,S0012,ENGULFING,SIDEWAYS,60,0,296,160,0.540541,0.483611,0.596431,0.056974,0.021238
FULL,S0012,ENGULFING,SIDEWAYS,90,0,269,168,0.624535,0.565296,0.680267,0.118386,0.053999
FULL,S0012,STRONG_FRACTAL,UP,30,0,434,187,0.430876,0.385094,0.47787,0.010852,-0.020405
FULL,S0012,STRONG_FRACTAL,UP,60,0,434,212,0.488479,0.441759,0.535402,0.053819,-0.006
FULL,S0012,STRONG_FRACTAL,UP,90,0,403,192,0.476427,0.428118,0.525181,0.059058,-0.012505
FULL,S0012,STRONG_FRACTAL,DOWN,30,0,335,283,0.844776,0.802113,0.879622,0.23145,0.186722
FULL,S0012,STRONG_FRACTAL,DOWN,60,0,335,295,0.880597,0.841488,0.911077,0.307746,0.25523
FULL,S0012,STRONG_FRACTAL,DOWN,90,0,335,297,0.886567,0.848136,0.916234,0.301884,0.195138
FULL,S0012,STRONG_FRACTAL,SIDEWAYS,30,0,778,410,0.526992,0.491863,0.561856,0.022055,0.007043
FULL,S0012,STRONG_FRACTAL,SIDEWAYS,60,0,675,357,0.528889,0.491175,0.566276,0.06156,0.013694
FULL,S0012,STRONG_FRACTAL,SIDEWAYS,90,0,602,373,0.619601,0.580177,0.657509,0.136399,0.054138
FULL,S0013,ENGULFING,UP,30,0,13,5,0.384615,0.177097,0.644771,-0.005254,-0.028585
FULL,S0013,ENGULFING,UP,60,0,13,7,0.538462,0.291438,0.767939,0.014982,0.000486
FULL,S0013,ENGULFING,UP,90,0,13,4,0.307692,0.126807,0.576307,-0.020399,-0.048259
FULL,S0013,ENGULFING,DOWN,30,0,0,0,,,,,
FULL,S0013,ENGULFING,DOWN,60,0,0,0,,,,,
FULL,S0013,ENGULFING,DOWN,90,0,0,0,,,,,
FULL,S0013,ENGULFING,SIDEWAYS,30,0,24,13,0.541667,0.350749,0.721087,0.002907,0.006268
FULL,S0013,ENGULFING,SIDEWAYS,60,0,20,13,0.65,0.432854,0.818808,0.091257,0.062967
FULL,S0013,ENGULFING,SIDEWAYS,90,0,19,15,0.789474,0.566657,0.914923,0.159715,0.133319
