scope,model_code,trigger,market_regime,horizon_trading_days,purged_boundary_count,sample_count,win_count,win_rate,win_rate_ci_low,win_rate_ci_high,mean_net_return,median_net_return
HOLDOUT,S0014,STRONG_FRACTAL,SIDEWAYS,60,0,137,60,0.437956,0.357693,0.521604,0.075515,-0.03951
HOLDOUT,S0014,STRONG_FRACTAL,SIDEWAYS,90,0,95,29,0.305263,0.221729,0.403934,0.047993,-0.169526
HOLDOUT,S0015,ENGULFING,UP,30,0,51,28,0.54902,0.413847,0.677325,0.01096,0.007355
HOLDOUT,S0015,ENGULFING,UP,60,0,51,22,0.431373,0.305012,0.567347,0.021335,-0.025425
HOLDOUT,S0015,ENGULFING,UP,90,0,35,9,0.257143,0.14163,0.420693,-0.025206,-0.158373
HOLDOUT,S0015,ENGULFING,DOWN,30,0,0,0,,,,,
HOLDOUT,S0015,ENGULFING,DOWN,60,0,0,0,,,,,
HOLDOUT,S0015,ENGULFING,DOWN,90,0,0,0,,,,,
HOLDOUT,S0015,ENGULFING,SIDEWAYS,30,0,237,63,0.265823,0.21364,0.325476,-0.055944,-0.115436
HOLDOUT,S0015,ENGULFING,SIDEWAYS,60,0,144,46,0.319444,0.248831,0.399441,-0.032483,-0.101192
HOLDOUT,S0015,ENGULFING,SIDEWAYS,90,0,73,20,0.273973,0.184914,0.38563,-0.071354,-0.184383
HOLDOUT,S0015,STRONG_FRACTAL,UP,30,0,820,317,0.386585,0.353857,0.420371,-0.006364,-0.035132
HOLDOUT,S0015,STRONG_FRACTAL,UP,60,0,820,270,0.329268,0.297964,0.362165,-0.021928,-0.082868
HOLDOUT,S0015,STRONG_FRACTAL,UP,90,0,682,182,0.266862,0.235039,0.301297,-0.06688,-0.178356
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,30,0,0,0,,,,,
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,60,0,0,0,,,,,
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,90,0,0,0,,,,,
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,30,0,2496,765,0.30649,0.288712,0.324863,-0.032238,-0.077276
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,60,0,1681,624,0.371208,0.34843,0.394572,0.011525,-0.071878
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,90,0,1050,308,0.293333,0.266588,0.321585,-0.022142,-0.159342
HOLDOUT,S0016,ENGULFING,UP,30,0,120,49,0.408333,0.324561,0.497792,0.005382,-0.029186
HOLDOUT,S0016,ENGULFING,UP,60,0,120,48,0.4,0.316764,0.48944,0.038047,-0.050309
HOLDOUT,S0016,ENGULFING,UP,90,0,87,22,0.252874,0.173332,0.353316,-0.081909,-0.176707
HOLDOUT,S0016,ENGULFING,DOWN,30,0,0,0,,,,,
HOLDOUT,S0016,ENGULFING,DOWN,60,0,0,0,,,,,
HOLDOUT,S0016,ENGULFING,DOWN,90,0,0,0,,,,,
HOLDOUT,S0016,ENGULFING,SIDEWAYS,30,0,548,201,0.366788,0.327496,0.407935,-0.024683,-0.060113
HOLDOUT,S0016,ENGULFING,SIDEWAYS,60,0,327,109,0.333333,0.284435,0.386102,0.023942,-0.112234
HOLDOUT,S0016,ENGULFING,SIDEWAYS,90,0,91,19,0.208791,0.137941,0.303232,-0.09074,-0.158112
HOLDOUT,S0016,STRONG_FRACTAL,UP,30,0,191,67,0.350785,0.286655,0.420799,0.011734,-0.034139
HOLDOUT,S0016,STRONG_FRACTAL,UP,60,0,191,66,0.34555,0.281752,0.415437,0.068455,-0.090091
HOLDOUT,S0016,STRONG_FRACTAL,UP,90,0,144,33,0.229167,0.16809,0.304318,-0.083677,-0.164678
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,30,0,0,0,,,,,
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,60,0,0,0,,,,,
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,90,0,0,0,,,,,
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,30,0,1296,315,0.243056,0.220485,0.267145,-0.070234,-0.118464
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,60,0,525,202,0.384762,0.344124,0.427074,0.058431,-0.068988
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,90,0,243,70,0.288066,0.234774,0.347955,-0.036102,-0.175101
HOLDOUT,S0017,ENGULFING,UP,30,0,880,320,0.363636,0.33251,0.395948,-0.003566,-0.039287
HOLDOUT,S0017,ENGULFING,UP,60,0,879,320,0.36405,0.332897,0.396387,-0.004425,-0.081721
HOLDOUT,S0017,ENGULFING,UP,90,0,626,146,0.233227,0.201788,0.26792,-0.07886,-0.165473
HOLDOUT,S0017,ENGULFING,DOWN,30,0,0,0,,,,,
HOLDOUT,S0017,ENGULFING,DOWN,60,0,0,0,,,,,
HOLDOUT,S0017,ENGULFING,DOWN,90,0,0,0,,,,,
HOLDOUT,S0017,ENGULFING,SIDEWAYS,30,0,2862,960,0.33543,0.318363,0.352938,-0.026041,-0.073421
HOLDOUT,S0017,ENGULFING,SIDEWAYS,60,0,1954,632,0.323439,0.303062,0.344509,-0.006532,-0.101108
HOLDOUT,S0017,ENGULFING,SIDEWAYS,90,0,922,278,0.301518,0.27277,0.331914,-0.016073,-0.157622
HOLDOUT,S0017,STRONG_FRACTAL,UP,30,0,2160,785,0.363426,0.343401,0.383936,-0.000373,-0.042202
HOLDOUT,S0017,STRONG_FRACTAL,UP,60,0,2160,717,0.331944,0.312399,0.352087,-0.016409,-0.096287
HOLDOUT,S0017,STRONG_FRACTAL,UP,90,0,1604,398,0.24813,0.22761,0.269852,-0.090237,-0.190117
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,30,0,0,0,,,,,
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,60,0,0,0,,,,,
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,90,0,0,0,,,,,
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,30,0,8481,2780,0.327792,0.317881,0.337858,-0.027715,-0.07309
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,60,0,5838,2043,0.349949,0.337816,0.362278,0.007969,-0.087044
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,90,0,3112,944,0.303342,0.287441,0.319727,-0.012008,-0.167076
