symbol,name,primary_group,secondary_groups,industry_source,concept_source,mapping_confidence,mapping_reason,excluded_noise_tags,evidence_ids,business_group_raw,market_theme_id,market_lane,business_industry_fallback,mapping_source_rank,mapping_source_detail,mapping_asof,mapping_attempts,mapping_status
000426,兴业银锡,有色金属,参股金融;信托重仓,有色金属,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000504,南华生物,传媒娱乐,免疫治疗;文化振兴;信托重仓;重组概念,传媒娱乐,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,ST板块,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,TH-SOFTWARE,current-mainline-continuation,,frozen_theme,sina_industry_primary,2026-07-31,existing_snapshot,resolved
000547,航天发展,电子信息,国防军工;海峡西岸;军工航天;军民融合;金融参股;涉矿概念,电子信息,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000592,平潭发展,农林牧渔,参股金融;海峡西岸;金融改革;赛马概念,农林牧渔,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000597,东北制药,生物制药,出口退税;甲型流感;生物疫苗;维生素;准ST股;振兴沈阳,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000623,吉林敖东,生物制药,参股金融;创新药;金融参股;券商重仓,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,融资融券,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000628,高新发展,开发区,参股金融;成渝特区;股期概念;金融参股,开发区,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000631,顺发恒能,房地产,朝鲜改革;风电;图们江;业绩预降,房地产,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000682,东方电子,发电设备,充电桩;参股金融;分拆上市;黄河三角;节能环保;三板精选;物联网;智能电网,发电设备,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000723,美锦能源,煤炭行业,氢能源;整体上市,煤炭行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000728,国元证券,金融行业,股期概念;皖江区域;信托重仓,金融行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,融资融券,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000818,航锦科技,化工行业,参股金融;国防军工;股权激励;聚氨酯;振兴沈阳,化工行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000829,天音控股,软件/数字内容/计算机应用,博彩概念;白酒概念;华为汽车;苹果概念;文化振兴;网络游戏;信托重仓;重组概念,商业百货,Sina concept constituents 2026-07-31 snapshot,medium,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,TH-SOFTWARE,current-mainline-continuation,,frozen_theme,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,2026-07-31,existing_snapshot,resolved
000889,中嘉博创,商业百货,小米概念,商业百货,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000892,欢瑞世纪,电子信息,成渝特区;业绩预降;重组概念,电子信息,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000955,欣龙控股,纺织行业,创新药;国防军工;海南自贸;军民融合,纺织行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000963,华东医药,生物制药,保险重仓;参股金融;创新药;仿制药;基金重仓,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,社保重仓,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000985,大庆华科,化工行业,,化工行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
000993,闽东电力,电力行业,参股金融;风电;风能;风能概念;光伏;核电核能;海峡西岸;碳交易;碳中和;稀缺资源;信托重仓,电力行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
001216,华瓷股份,其他家居用品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他家居用品,,technical-reversal-only,其他家居用品,cninfo_industry,申银万国行业分类标准|2021-09-03,2021-09-03,cninfo:ok,resolved_theme_unmatched
001239,永达股份,电力/公用事业,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,电力/公用事业,,technical-reversal-only,电力/公用事业,ths_business_keyword,大型专用设备金属结构件和高速重载齿轮锻件的研发、生产和销售。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
001279,强邦新材,胶印版材,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,胶印版材,,technical-reversal-only,胶印版材,ths_business_keyword,印刷版材的研发、生产与销售。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
001356,富岭股份,化工材料,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化工材料,,technical-reversal-only,化工材料,ths_business_keyword,从事塑料餐饮具及纸制餐饮具研发、生产和销售。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
001367,海森药业,医疗器械/医药服务,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,医疗器械/医药服务,,technical-reversal-only,医疗器械/医药服务,ths_business_keyword,化学药品原料药及中间体研发、生产和销售。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
001395,亚联机械,化工材料,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化工材料,,technical-reversal-only,化工材料,ths_business_keyword,人造板生产线及其配套设备和专用材料的研发、生产、销售和服务。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
001400,江顺科技,自动化/机器人修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-AUTO,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其它专用机械,TH-AUTO,secondary-line,其它专用机械,cninfo_industry,申银万国行业分类标准(旧)|2021-08-13,2021-08-13,cninfo:ok,resolved_theme_unmatched
002009,天奇股份,机械行业,低碳经济;风电;风能;风能概念;光伏;垃圾分类;循环经济;新能源;机器人概念;智能机器,机械行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002020,京新药业,生物制药,仿制药,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002037,保利联合,化工行业,,化工行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002124,天邦食品,农林牧渔,股权激励;生物燃料;循环经济;猪肉,农林牧渔,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002197,证通电子,仪器仪表,博彩概念;电子支付;华为鸿蒙;绿色照明;业绩预降,仪器仪表,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002229,鸿博股份,软件/数字内容/计算机应用,博彩概念;参股金融;海峡西岸;绿色照明;网络游戏,印刷包装,Sina concept constituents 2026-07-31 snapshot,medium,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,TH-SOFTWARE,current-mainline-continuation,,frozen_theme,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,2026-07-31,existing_snapshot,resolved
002268,电科网安,电子信息,电子支付;国防军工;互联金融;军工航天;军民融合;信息安全;整体上市,电子信息,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002294,信立泰,生物制药,保险重仓;创新药;仿制药;前海概念,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002338,奥普光电,仪器仪表,朝鲜改革;国防军工;军工航天,仪器仪表,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002346,柘中股份,水泥行业,锂矿,水泥行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002354,天娱数科,软件/数字内容/计算机应用,网络游戏,电子信息,Sina concept constituents 2026-07-31 snapshot,medium,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,TH-SOFTWARE,current-mainline-continuation,,frozen_theme,industry_or_concept_alias_to_frozen_theme:TH-SOFTWARE,2026-07-31,existing_snapshot,resolved
002370,亚太药业,生物制药,CRO概念;CXO概念;创新药,生物制药,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002380,科远智慧,电器行业,节能环保;碳中和;机器人概念;智能机器,电器行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002385,大北农,农林牧渔,股权激励;基金重仓;三板精选;生态农业;生物育种;乡村振兴;猪肉,农林牧渔,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002402,和而泰,电子器件,国防军工;绿色照明;物联网;智能家居,电子器件,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002403,爱仕达,家电行业,恒大概念;土地流转,家电行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002445,中南文化,机械行业,海工装备,机械行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,QFII重仓,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002470,金正大,农药化肥,本月解禁;黄河三角;三板精选;涉矿概念;生态农业,农药化肥,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002472,双环传动,机械行业,本月解禁,机械行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002476,新叶股份,化工行业,本月解禁;光伏;黄河三角;页岩气,化工行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002517,恺英网络,服装鞋类,海峡西岸;业绩预降,服装鞋类,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002535,林州重机,机械行业,安防服务;大飞机;光伏;股权激励;页岩气,机械行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002554,惠博普,石油行业,光伏;碳中和;页岩气,石油行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002559,亚威股份,机械行业,机器人概念;智能机器,机械行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002567,唐人神,农林牧渔,参股金融;长株潭;股权激励;鸡肉;民营银行;猪肉,农林牧渔,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002575,群兴玩具,金融改革,金融改革;婴童概念,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002617,露笑科技,有色金属,本月解禁;光伏;光伏概念;锂电池;重组概念,电器行业;有色金属,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002628,成都路桥,建筑建材,成渝特区,建筑建材,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002629,仁智股份,石油行业,成渝特区;油气改革;重组概念,石油行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002632,道明光学,化工行业,充电桩;锂电池;业绩预降,化工行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002663,普邦股份,建筑建材,本月解禁;固废处理;股权激励,建筑建材,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,业绩预升,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002715,登云股份,汽车制造,,汽车制造,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002755,奥赛康,其它行业,创新药,其它行业,Sina concept constituents 2026-07-31 snapshot,medium,sina_industry_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_industry,sina_industry_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
002771,真视通,国防军工,国防军工;军民融合;重组概念,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
