symbol,name,primary_group,secondary_groups,industry_source,concept_source,mapping_confidence,mapping_reason,excluded_noise_tags,evidence_ids,business_group_raw,market_theme_id,market_lane,business_industry_fallback,mapping_source_rank,mapping_source_detail,mapping_asof,mapping_attempts,mapping_status
300501,海顺新材,综合包装,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,综合包装,,technical-reversal-only,综合包装,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300528,幸福蓝海,院线,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,院线,,technical-reversal-only,院线,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300539,横河精密,其他塑料制品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他塑料制品,,technical-reversal-only,其他塑料制品,cninfo_industry,申银万国行业分类标准(旧)|2017-07-03,2017-07-03,cninfo:ok,resolved_theme_unmatched
300550,和仁科技,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,垂直应用软件,TH-SOFTWARE,current-mainline-continuation,垂直应用软件,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300584,海辰药业,创新药,创新药,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300607,拓斯达,自动化/机器人修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-AUTO,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,机器人,TH-AUTO,secondary-line,机器人,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300609,汇纳科技,华为海思,华为海思,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300638,广和通,通信终端及配件,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,通信终端及配件,,technical-reversal-only,通信终端及配件,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300648,星云股份,华为汽车,固态电池;高压快充;华为汽车,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300650,太龙股份,LED,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,LED,,technical-reversal-only,LED,cninfo_industry,申银万国行业分类标准(旧)|2017-04-19,2017-04-19,cninfo:ok,resolved_theme_unmatched
300653,正海生物,医疗耗材,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,医疗耗材,,technical-reversal-only,医疗耗材,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300657,弘信电子,印制电路板,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,印制电路板,,technical-reversal-only,印制电路板,cninfo_industry,申银万国行业分类标准(旧)|2018-07-16,2018-07-16,cninfo:ok,resolved_theme_unmatched
300663,科蓝软件,华为鸿蒙,鸿蒙概念;华为鸿蒙,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300665,飞鹿股份,涂料油漆油墨制造,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,涂料油漆油墨制造,,technical-reversal-only,涂料油漆油墨制造,cninfo_industry,申银万国行业分类标准(旧)|2017-05-25,2017-05-25,cninfo:ok,resolved_theme_unmatched
300680,隆盛科技,华为汽车,华为汽车,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300683,海特生物,CRO概念,CRO概念;CXO概念;创新药,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300702,天宇股份,原料药,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,原料药,,technical-reversal-only,原料药,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300712,永福股份,风电,风电;光伏,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300722,新余国科,国防军工,大飞机;国防军工,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300723,一品红,化学制剂,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化学制剂,,technical-reversal-only,化学制剂,cninfo_industry,申银万国行业分类标准(旧)|2017-10-30,2017-10-30,cninfo:ok,resolved_theme_unmatched
300756,金马游乐,娱乐用品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,娱乐用品,,technical-reversal-only,娱乐用品,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300766,每日互动,华为鸿蒙,华为鸿蒙,,Sina concept constituents 2026-07-31 snapshot,medium,sina_concept_primary,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,,,technical-reversal-only,,sina_concept,sina_concept_primary,2026-07-31,existing_snapshot,resolved_theme_unmatched
300768,迪普科技,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,横向通用软件,TH-SOFTWARE,current-mainline-continuation,横向通用软件,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300808,久量股份,LED,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,LED,,technical-reversal-only,LED,cninfo_industry,申银万国行业分类标准(旧)|2019-11-11,2019-11-11,cninfo:ok,resolved_theme_unmatched
300809,华辰装备,机床工具,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,机床工具,,technical-reversal-only,机床工具,cninfo_industry,申银万国行业分类标准(旧)|2019-11-13,2019-11-13,cninfo:ok,resolved_theme_unmatched
300812,易天股份,半导体设备,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,半导体设备,,technical-reversal-only,半导体设备,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300841,康华生物,疫苗,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,疫苗,,technical-reversal-only,疫苗,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300859,西域旅游,自然景区,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,自然景区,,technical-reversal-only,自然景区,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
300877,金春股份,其他纺织,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他纺织,,technical-reversal-only,其他纺织,cninfo_industry,申银万国行业分类标准(旧)|2020-08-05,2020-08-05,cninfo:ok,resolved_theme_unmatched
300916,朗特智能,消费电子零部件及组装,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,消费电子零部件及组装,,technical-reversal-only,消费电子零部件及组装,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
301000,肇民科技,其他汽车零部件,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他汽车零部件,,technical-reversal-only,其他汽车零部件,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
301010,晶雪节能,其他建材,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他建材,,technical-reversal-only,其他建材,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
301023,奕帆传动,电机,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,电机,,technical-reversal-only,电机,cninfo_industry,申银万国行业分类标准(旧)|2021-06-23,2021-06-23,cninfo:ok,resolved_theme_unmatched
301024,霍普股份,工程咨询服务,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,工程咨询服务,,technical-reversal-only,工程咨询服务,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
301042,安联锐视,安防设备,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,安防设备,,technical-reversal-only,安防设备,cninfo_industry,申银万国行业分类标准|2021-07-30,2021-07-30,cninfo:ok,resolved_theme_unmatched
301068,大地海洋,固废治理,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,固废治理,,technical-reversal-only,固废治理,cninfo_industry,申银万国行业分类标准|2021-09-03,2021-09-03,cninfo:ok,resolved_theme_unmatched
301130,西点药业,化学制剂,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化学制剂,,technical-reversal-only,化学制剂,cninfo_industry,申银万国行业分类标准|2022-01-28,2022-01-28,cninfo:ok,resolved_theme_unmatched
301157,华塑科技,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,软件开发,TH-SOFTWARE,current-mainline-continuation,软件开发,cninfo_industry,申银万国行业分类标准(旧)|2021-08-24,2021-08-24,cninfo:ok,resolved_theme_unmatched
301166,优宁维,其他生物制品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他生物制品,,technical-reversal-only,其他生物制品,cninfo_industry,申银万国行业分类标准|2021-12-10,2021-12-10,cninfo:ok,resolved_theme_unmatched
301179,泽宇智能,自动化/机器人修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-AUTO,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,电网自动化设备,TH-AUTO,secondary-line,电网自动化设备,cninfo_industry,申银万国行业分类标准|2021-11-26,2021-11-26,cninfo:ok,resolved_theme_unmatched
301190,善水科技,纺织化学制品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,纺织化学制品,,technical-reversal-only,纺织化学制品,cninfo_industry,申银万国行业分类标准|2021-12-03,2021-12-03,cninfo:ok,resolved_theme_unmatched
301193,家联科技,其他家居用品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他家居用品,,technical-reversal-only,其他家居用品,cninfo_industry,申银万国行业分类标准|2021-11-26,2021-11-26,cninfo:ok,resolved_theme_unmatched
301199,迈赫股份,自动化/机器人修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-AUTO,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,机器人,TH-AUTO,secondary-line,机器人,cninfo_industry,申银万国行业分类标准|2021-11-26,2021-11-26,cninfo:ok,resolved_theme_unmatched
301202,朗威股份,先进光伏电池修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-PV,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,光伏设备/材料,TH-PV,secondary-line,光伏设备/材料,ths_business_keyword,服务器机柜、微模块、IT撬块等数据中心预制化基础设施产品和综合布线产品的研发、生产、销售及服务。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
301203,国泰环保,环保工程及服务,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,环保工程及服务,,technical-reversal-only,环保工程及服务,cninfo_industry,申银万国行业分类标准(旧)|2021-08-23,2021-08-23,cninfo:ok,resolved_theme_unmatched
301211,亨迪药业,原料药,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,原料药,,technical-reversal-only,原料药,cninfo_industry,申银万国行业分类标准|2021-12-02,2021-12-02,cninfo:ok,resolved_theme_unmatched
301231,荣信文化,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他文化传媒,TH-SOFTWARE,current-mainline-continuation,其他文化传媒,cninfo_industry,申银万国行业分类标准(旧)|2021-04-23,2021-04-23,cninfo:ok,resolved_theme_unmatched
301259,艾布鲁,综合环境治理,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,综合环境治理,,technical-reversal-only,综合环境治理,cninfo_industry,申银万国行业分类标准|2022-04-06,2022-04-06,cninfo:ok,resolved_theme_unmatched
301261,恒工精密,精密机加工件,,,Sina concept constituents 2026-07-31 snapshot,medium,ths_business_keyword_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,精密机加工件,,technical-reversal-only,精密机加工件,ths_business_keyword,精密机加工件及连续铸铁件的研发、生产和销售。,2026-07-31,cninfo:error;ths_zyjs:ok,resolved_theme_unmatched
301269,华大九天,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,专精特新,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,垂直应用软件,TH-SOFTWARE,current-mainline-continuation,垂直应用软件,cninfo_industry,申银万国行业分类标准|2022-07-11,2022-07-11,cninfo:ok,resolved_theme_unmatched
301277,新天地,化学原料药,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化学原料药,,technical-reversal-only,化学原料药,cninfo_industry,申银万国行业分类标准(旧)|2021-06-28,2021-06-28,cninfo:ok,resolved_theme_unmatched
301301,川宁生物,化学原料药,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,化学原料药,,technical-reversal-only,化学原料药,cninfo_industry,申银万国行业分类标准(旧)|2021-08-23,2021-08-23,cninfo:ok,resolved_theme_unmatched
301336,趣睡科技,家具,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,家具,,technical-reversal-only,家具,cninfo_industry,申银万国行业分类标准(旧)|2021-07-08,2021-07-08,cninfo:ok,resolved_theme_unmatched
301337,亚华电子,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,软件开发,TH-SOFTWARE,current-mainline-continuation,软件开发,cninfo_industry,申银万国行业分类标准(旧)|2021-06-25,2021-06-25,cninfo:ok,resolved_theme_unmatched
301363,美好医疗,医疗器械,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,医疗器械,,technical-reversal-only,医疗器械,cninfo_industry,申银万国行业分类标准(旧)|2021-04-16,2021-04-16,cninfo:ok,resolved_theme_unmatched
301368,丰立智能,自动化/机器人修复,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-AUTO,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其它通用机械,TH-AUTO,secondary-line,其它通用机械,cninfo_industry,申银万国行业分类标准(旧)|2021-06-30,2021-06-30,cninfo:ok,resolved_theme_unmatched
301379,天山电子,其他电子,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他电子,,technical-reversal-only,其他电子,cninfo_industry,申银万国行业分类标准(旧)|2021-05-21,2021-05-21,cninfo:ok,resolved_theme_unmatched
301380,挖金客,软件/数字内容/计算机应用,,,Sina concept constituents 2026-07-31 snapshot,medium,business_alias_to_frozen_theme:TH-SOFTWARE,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,IT服务,TH-SOFTWARE,current-mainline-continuation,IT服务,cninfo_industry,申银万国行业分类标准(旧)|2021-02-22,2021-02-22,cninfo:ok,resolved_theme_unmatched
301395,仁信新材,其他化学制品,,,Sina concept constituents 2026-07-31 snapshot,medium,cninfo_industry_theme_unmatched,,LOCAL-SINA-INDUSTRY-20260731;LOCAL-SINA-CONCEPT-20260731;CNINFO-INDUSTRY-FALLBACK;THS-ZYJS-FALLBACK;PHASE-A-MARKET-STATE,其他化学制品,,technical-reversal-only,其他化学制品,cninfo_industry,申银万国行业分类标准(旧)|2021-04-30,2021-04-30,cninfo:ok,resolved_theme_unmatched
