scope,model_code,trigger,market_regime,horizon_sessions,signal_count,entry_executable_count,censored_or_blocked_count,sample_count,win_count,win_rate,win_rate_ci_low,win_rate_ci_high,mean_net_return,median_net_return
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,30,2591,2574,183,2408,1343,0.557724,0.537811,0.577454,0.038374,0.017841
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,60,2591,2574,368,2223,1304,0.586595,0.565992,0.606899,0.077761,0.036033
HOLDOUT,S0015,STRONG_FRACTAL,SIDEWAYS,90,2591,2574,527,2064,1408,0.682171,0.66176,0.701904,0.144399,0.082819
HOLDOUT,S0016,ENGULFING,UP,30,59,59,0,59,22,0.372881,0.26084,0.500464,-0.008317,-0.038389
HOLDOUT,S0016,ENGULFING,UP,60,59,59,1,58,22,0.37931,0.265643,0.507972,-0.023148,-0.050017
HOLDOUT,S0016,ENGULFING,UP,90,59,59,4,55,26,0.472727,0.346931,0.602085,-0.005908,-0.01209
HOLDOUT,S0016,ENGULFING,DOWN,30,79,77,2,77,71,0.922078,0.840244,0.963799,0.198391,0.151168
HOLDOUT,S0016,ENGULFING,DOWN,60,79,77,2,77,75,0.974026,0.910154,0.992848,0.248067,0.20159
HOLDOUT,S0016,ENGULFING,DOWN,90,79,77,2,77,61,0.792208,0.688796,0.867849,0.163415,0.119725
HOLDOUT,S0016,ENGULFING,SIDEWAYS,30,326,326,111,215,89,0.413953,0.35019,0.480738,-0.020092,-0.027665
HOLDOUT,S0016,ENGULFING,SIDEWAYS,60,326,326,163,163,79,0.484663,0.409181,0.56085,0.031005,-0.003992
HOLDOUT,S0016,ENGULFING,SIDEWAYS,90,326,326,183,143,81,0.566434,0.484523,0.644869,0.142406,0.083129
HOLDOUT,S0016,STRONG_FRACTAL,UP,30,71,71,0,71,27,0.380282,0.276272,0.496581,-0.008347,-0.028207
HOLDOUT,S0016,STRONG_FRACTAL,UP,60,71,71,0,71,28,0.394366,0.288934,0.510642,-0.014011,-0.030948
HOLDOUT,S0016,STRONG_FRACTAL,UP,90,71,71,18,53,21,0.396226,0.275894,0.530585,-0.016283,-0.054935
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,30,349,348,1,348,314,0.902299,0.866573,0.92924,0.25754,0.235097
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,60,349,348,1,348,330,0.948276,0.919728,0.967035,0.30907,0.260133
HOLDOUT,S0016,STRONG_FRACTAL,DOWN,90,349,348,1,348,292,0.83908,0.796805,0.873952,0.254896,0.186253
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,30,976,970,363,613,328,0.535073,0.495494,0.574216,0.018146,0.010147
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,60,976,970,460,516,326,0.631783,0.589336,0.672282,0.095897,0.072542
HOLDOUT,S0016,STRONG_FRACTAL,SIDEWAYS,90,976,970,531,445,347,0.779775,0.738969,0.815793,0.251249,0.187093
HOLDOUT,S0017,ENGULFING,UP,30,550,548,2,548,217,0.395985,0.355899,0.43752,-0.005149,-0.031045
HOLDOUT,S0017,ENGULFING,UP,60,550,548,2,548,223,0.406934,0.366589,0.448575,0.004417,-0.034889
HOLDOUT,S0017,ENGULFING,UP,90,550,548,15,535,238,0.44486,0.403292,0.487214,0.027362,-0.018578
HOLDOUT,S0017,ENGULFING,DOWN,30,195,195,0,195,167,0.85641,0.800299,0.89875,0.220632,0.202798
HOLDOUT,S0017,ENGULFING,DOWN,60,195,195,0,195,185,0.948718,0.908189,0.971909,0.363234,0.329252
HOLDOUT,S0017,ENGULFING,DOWN,90,195,195,0,195,176,0.902564,0.852841,0.936733,0.276271,0.229069
HOLDOUT,S0017,ENGULFING,SIDEWAYS,30,1287,1283,73,1214,550,0.453048,0.425238,0.481154,0.00031,-0.012573
HOLDOUT,S0017,ENGULFING,SIDEWAYS,60,1287,1283,198,1089,605,0.555556,0.525899,0.584822,0.063339,0.031806
HOLDOUT,S0017,ENGULFING,SIDEWAYS,90,1287,1283,255,1032,707,0.685078,0.656097,0.712686,0.156041,0.100013
HOLDOUT,S0017,STRONG_FRACTAL,UP,30,1686,1679,7,1679,658,0.3919,0.368821,0.415472,-0.006138,-0.035923
HOLDOUT,S0017,STRONG_FRACTAL,UP,60,1686,1679,7,1679,697,0.415128,0.391779,0.438865,0.014911,-0.032582
HOLDOUT,S0017,STRONG_FRACTAL,UP,90,1686,1679,104,1582,737,0.465866,0.441397,0.4905,0.059385,-0.015508
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,30,968,966,2,966,848,0.877847,0.855687,0.897014,0.269918,0.233283
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,60,968,966,2,966,928,0.960663,0.946468,0.971208,0.365658,0.312548
HOLDOUT,S0017,STRONG_FRACTAL,DOWN,90,968,966,2,966,898,0.929607,0.911716,0.944094,0.301615,0.226385
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,30,4836,4811,354,4482,2391,0.533467,0.51884,0.548038,0.026321,0.010144
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,60,4836,4811,743,4093,2505,0.612021,0.596994,0.626837,0.095742,0.047729
HOLDOUT,S0017,STRONG_FRACTAL,SIDEWAYS,90,4836,4811,982,3854,2723,0.706539,0.691963,0.720703,0.175245,0.108818
