scope,model_code,trigger,market_regime,horizon_sessions,signal_count,entry_executable_count,censored_or_blocked_count,sample_count,win_count,win_rate,win_rate_ci_low,win_rate_ci_high,mean_net_return,median_net_return
HOLDOUT,S0003,STRONG_FRACTAL,SIDEWAYS,90,250,248,57,193,122,0.632124,0.56213,0.696961,0.133574,0.073879
HOLDOUT,S0004,ENGULFING,UP,30,600,598,2,598,260,0.434783,0.395592,0.474806,0.010071,-0.022007
HOLDOUT,S0004,ENGULFING,UP,60,600,598,2,598,290,0.48495,0.445118,0.524974,0.04286,-0.004631
HOLDOUT,S0004,ENGULFING,UP,90,600,598,11,589,302,0.512733,0.472415,0.552886,0.056626,0.006798
HOLDOUT,S0004,ENGULFING,DOWN,30,34,34,0,34,23,0.676471,0.508429,0.808684,0.229559,0.076613
HOLDOUT,S0004,ENGULFING,DOWN,60,34,34,0,34,28,0.823529,0.664863,0.91651,0.339882,0.165063
HOLDOUT,S0004,ENGULFING,DOWN,90,34,34,0,34,25,0.735294,0.568829,0.853988,0.296958,0.16624
HOLDOUT,S0004,ENGULFING,SIDEWAYS,30,426,425,26,400,190,0.475,0.426533,0.523943,0.025196,-0.010803
HOLDOUT,S0004,ENGULFING,SIDEWAYS,60,426,425,75,351,178,0.507123,0.455027,0.559064,0.050979,0.002486
HOLDOUT,S0004,ENGULFING,SIDEWAYS,90,426,425,102,324,185,0.570988,0.516574,0.623738,0.108967,0.033506
HOLDOUT,S0004,STRONG_FRACTAL,UP,30,2455,2438,17,2438,988,0.40525,0.385926,0.424872,0.004203,-0.02841
HOLDOUT,S0004,STRONG_FRACTAL,UP,60,2455,2438,17,2438,1070,0.438884,0.419297,0.458664,0.037206,-0.021263
HOLDOUT,S0004,STRONG_FRACTAL,UP,90,2455,2438,77,2378,1050,0.441548,0.421699,0.461584,0.048344,-0.027286
HOLDOUT,S0004,STRONG_FRACTAL,DOWN,30,121,118,3,118,77,0.652542,0.563048,0.732418,0.142712,0.107631
HOLDOUT,S0004,STRONG_FRACTAL,DOWN,60,121,118,3,118,100,0.847458,0.771728,0.901278,0.268427,0.208931
HOLDOUT,S0004,STRONG_FRACTAL,DOWN,90,121,118,3,118,95,0.805085,0.724473,0.866459,0.256174,0.144304
HOLDOUT,S0004,STRONG_FRACTAL,SIDEWAYS,30,2197,2181,199,1998,996,0.498498,0.476598,0.520404,0.022335,-0.000352
HOLDOUT,S0004,STRONG_FRACTAL,SIDEWAYS,60,2197,2181,383,1814,924,0.509372,0.486371,0.532332,0.05127,0.005252
HOLDOUT,S0004,STRONG_FRACTAL,SIDEWAYS,90,2197,2181,518,1679,976,0.581298,0.557541,0.604685,0.097032,0.032438
HOLDOUT,S0005,ENGULFING,UP,30,752,750,2,750,308,0.410667,0.376001,0.446243,0.000513,-0.027243
HOLDOUT,S0005,ENGULFING,UP,60,752,750,2,750,307,0.409333,0.374691,0.444899,0.001255,-0.029839
HOLDOUT,S0005,ENGULFING,UP,90,752,750,22,730,324,0.443836,0.408182,0.480078,0.02711,-0.025847
HOLDOUT,S0005,ENGULFING,DOWN,30,126,126,0,126,104,0.825397,0.749766,0.881773,0.200982,0.147911
HOLDOUT,S0005,ENGULFING,DOWN,60,126,126,0,126,117,0.928571,0.869815,0.961969,0.308231,0.259782
HOLDOUT,S0005,ENGULFING,DOWN,90,126,126,0,126,109,0.865079,0.79453,0.914026,0.248218,0.191543
HOLDOUT,S0005,ENGULFING,SIDEWAYS,30,1172,1170,56,1116,545,0.488351,0.459114,0.517668,0.004754,-0.006518
HOLDOUT,S0005,ENGULFING,SIDEWAYS,60,1172,1170,195,977,532,0.544524,0.513183,0.575517,0.054235,0.030683
HOLDOUT,S0005,ENGULFING,SIDEWAYS,90,1172,1170,242,930,592,0.636559,0.605143,0.666852,0.140125,0.077935
HOLDOUT,S0005,STRONG_FRACTAL,UP,30,3009,2991,18,2991,1203,0.402207,0.38477,0.419894,-0.000935,-0.030082
HOLDOUT,S0005,STRONG_FRACTAL,UP,60,3009,2991,18,2991,1225,0.409562,0.392066,0.42729,0.018741,-0.033002
HOLDOUT,S0005,STRONG_FRACTAL,UP,90,3009,2991,131,2878,1271,0.441626,0.423574,0.459834,0.045315,-0.025738
HOLDOUT,S0005,STRONG_FRACTAL,DOWN,30,677,668,9,668,557,0.833832,0.803712,0.860135,0.245061,0.207847
HOLDOUT,S0005,STRONG_FRACTAL,DOWN,60,677,668,9,668,636,0.952096,0.933156,0.965865,0.347863,0.293762
HOLDOUT,S0005,STRONG_FRACTAL,DOWN,90,677,668,9,668,610,0.913174,0.889389,0.932234,0.295351,0.226194
HOLDOUT,S0005,STRONG_FRACTAL,SIDEWAYS,30,5196,5167,368,4828,2478,0.513256,0.499152,0.527339,0.020733,0.004
HOLDOUT,S0005,STRONG_FRACTAL,SIDEWAYS,60,5196,5167,842,4354,2451,0.562931,0.548148,0.577602,0.07095,0.026956
HOLDOUT,S0005,STRONG_FRACTAL,SIDEWAYS,90,5196,5167,1099,4097,2606,0.636075,0.621222,0.650674,0.125899,0.07027
HOLDOUT,S0006,ENGULFING,UP,30,61,60,1,60,21,0.35,0.241678,0.476374,-0.010587,-0.042908
HOLDOUT,S0006,ENGULFING,UP,60,61,60,2,59,19,0.322034,0.216876,0.44895,-0.058084,-0.085115
HOLDOUT,S0006,ENGULFING,UP,90,61,60,4,57,24,0.421053,0.301876,0.550199,-0.026403,-0.076595
HOLDOUT,S0006,ENGULFING,DOWN,30,106,106,0,106,92,0.867925,0.790446,0.919668,0.174877,0.119504
HOLDOUT,S0006,ENGULFING,DOWN,60,106,106,0,106,98,0.924528,0.8581,0.961263,0.218145,0.202126
HOLDOUT,S0006,ENGULFING,DOWN,90,106,106,0,106,78,0.735849,0.64474,0.810461,0.132294,0.10627
HOLDOUT,S0006,ENGULFING,SIDEWAYS,30,318,316,67,251,97,0.386454,0.328357,0.447974,-0.014226,-0.033237
HOLDOUT,S0006,ENGULFING,SIDEWAYS,60,318,316,125,193,97,0.502591,0.432692,0.572388,0.079272,0.006459
HOLDOUT,S0006,ENGULFING,SIDEWAYS,90,318,316,149,169,120,0.710059,0.637586,0.773195,0.224116,0.176674
HOLDOUT,S0006,STRONG_FRACTAL,UP,30,151,149,2,149,63,0.422819,0.346417,0.503101,-0.005769,-0.019582
HOLDOUT,S0006,STRONG_FRACTAL,UP,60,151,149,2,149,57,0.38255,0.308396,0.462609,-0.014604,-0.045893
HOLDOUT,S0006,STRONG_FRACTAL,UP,90,151,149,27,124,58,0.467742,0.382214,0.555209,0.074947,-0.017243
HOLDOUT,S0006,STRONG_FRACTAL,DOWN,30,516,513,3,513,444,0.865497,0.83324,0.892321,0.223142,0.209396
HOLDOUT,S0006,STRONG_FRACTAL,DOWN,60,516,513,3,513,475,0.925926,0.899961,0.945559,0.286516,0.246698
HOLDOUT,S0006,STRONG_FRACTAL,DOWN,90,516,513,3,513,421,0.820663,0.78512,0.851439,0.235809,0.171441
HOLDOUT,S0006,STRONG_FRACTAL,SIDEWAYS,30,1368,1352,362,1006,547,0.543738,0.512851,0.574292,0.021534,0.011347
HOLDOUT,S0006,STRONG_FRACTAL,SIDEWAYS,60,1368,1352,486,882,534,0.605442,0.572796,0.637174,0.072519,0.053126
HOLDOUT,S0006,STRONG_FRACTAL,SIDEWAYS,90,1368,1352,583,785,578,0.736306,0.704384,0.765926,0.199729,0.152367
HOLDOUT,S0007,ENGULFING,UP,30,245,244,1,244,119,0.487705,0.425665,0.550126,0.021512,-0.004252
HOLDOUT,S0007,ENGULFING,UP,60,245,244,1,244,117,0.479508,0.417628,0.542023,0.048935,-0.004627
HOLDOUT,S0007,ENGULFING,UP,90,245,244,6,239,123,0.514644,0.451553,0.577273,0.068792,0.004652
HOLDOUT,S0007,ENGULFING,DOWN,30,21,21,0,21,19,0.904762,0.710859,0.973481,0.334418,0.238166
HOLDOUT,S0007,ENGULFING,DOWN,60,21,21,0,21,19,0.904762,0.710859,0.973481,0.415916,0.284934
HOLDOUT,S0007,ENGULFING,DOWN,90,21,21,0,21,18,0.857143,0.653639,0.95019,0.455595,0.394411
HOLDOUT,S0007,ENGULFING,SIDEWAYS,30,216,216,8,208,103,0.495192,0.427952,0.562607,0.022922,-0.013715
HOLDOUT,S0007,ENGULFING,SIDEWAYS,60,216,216,38,178,93,0.522472,0.449396,0.594598,0.080104,0.015241
HOLDOUT,S0007,ENGULFING,SIDEWAYS,90,216,216,51,165,90,0.545455,0.469307,0.619534,0.101254,0.033885
HOLDOUT,S0007,STRONG_FRACTAL,UP,30,1027,1024,3,1024,471,0.459961,0.429641,0.49058,0.019365,-0.011018
HOLDOUT,S0007,STRONG_FRACTAL,UP,60,1027,1024,3,1024,465,0.454102,0.423835,0.484712,0.050987,-0.017039
HOLDOUT,S0007,STRONG_FRACTAL,UP,90,1027,1024,39,988,477,0.482794,0.451762,0.513959,0.093305,-0.009
HOLDOUT,S0007,STRONG_FRACTAL,DOWN,30,85,82,3,82,65,0.792683,0.692834,0.866336,0.20485,0.180853
HOLDOUT,S0007,STRONG_FRACTAL,DOWN,60,85,82,3,82,75,0.914634,0.834125,0.958033,0.327823,0.298651
HOLDOUT,S0007,STRONG_FRACTAL,DOWN,90,85,82,3,82,69,0.841463,0.747421,0.904944,0.30059,0.212357
HOLDOUT,S0007,STRONG_FRACTAL,SIDEWAYS,30,1082,1079,78,1004,513,0.510956,0.480053,0.541776,0.021692,0.004179
HOLDOUT,S0007,STRONG_FRACTAL,SIDEWAYS,60,1082,1079,168,914,478,0.522976,0.490567,0.555193,0.050864,0.009567
HOLDOUT,S0007,STRONG_FRACTAL,SIDEWAYS,90,1082,1079,233,849,507,0.597173,0.563815,0.629656,0.106365,0.048427
HOLDOUT,S0008,ENGULFING,UP,30,14,14,0,14,4,0.285714,0.117214,0.546491,-0.069352,-0.076787
HOLDOUT,S0008,ENGULFING,UP,60,14,14,0,14,5,0.357143,0.163447,0.612356,-0.072651,-0.050472
HOLDOUT,S0008,ENGULFING,UP,90,14,14,2,12,5,0.416667,0.19326,0.680489,-0.072124,-0.033178
HOLDOUT,S0008,ENGULFING,DOWN,30,21,20,1,20,18,0.9,0.698966,0.972134,0.315138,0.274085
HOLDOUT,S0008,ENGULFING,DOWN,60,21,20,1,20,20,1.0,0.838875,1.0,0.38441,0.33737
HOLDOUT,S0008,ENGULFING,DOWN,90,21,20,1,20,18,0.9,0.698966,0.972134,0.292348,0.152862
HOLDOUT,S0008,ENGULFING,SIDEWAYS,30,74,74,13,61,32,0.52459,0.401572,0.644695,0.029048,0.017926
HOLDOUT,S0008,ENGULFING,SIDEWAYS,60,74,74,19,55,33,0.6,0.468128,0.718815,0.144693,0.093609
HOLDOUT,S0008,ENGULFING,SIDEWAYS,90,74,74,24,50,33,0.66,0.521538,0.775631,0.252332,0.202955
HOLDOUT,S0008,STRONG_FRACTAL,UP,30,41,41,0,41,17,0.414634,0.277565,0.566329,-0.007889,-0.043737
HOLDOUT,S0008,STRONG_FRACTAL,UP,60,41,41,0,41,20,0.487805,0.342544,0.635155,0.061457,-0.006886
HOLDOUT,S0008,STRONG_FRACTAL,UP,90,41,41,1,40,16,0.4,0.263483,0.554041,0.036001,-0.037055
HOLDOUT,S0008,STRONG_FRACTAL,DOWN,30,124,121,3,121,104,0.859504,0.786489,0.910395,0.240328,0.215954
HOLDOUT,S0008,STRONG_FRACTAL,DOWN,60,124,121,3,121,116,0.958678,0.906905,0.982223,0.330236,0.26778
HOLDOUT,S0008,STRONG_FRACTAL,DOWN,90,124,121,3,121,108,0.892562,0.824835,0.93613,0.286196,0.2287
HOLDOUT,S0008,STRONG_FRACTAL,SIDEWAYS,30,261,258,79,182,75,0.412088,0.343115,0.484695,-0.001732,-0.017229
HOLDOUT,S0008,STRONG_FRACTAL,SIDEWAYS,60,261,258,100,161,87,0.540373,0.463347,0.615517,0.059231,0.026772
HOLDOUT,S0008,STRONG_FRACTAL,SIDEWAYS,90,261,258,135,126,91,0.722222,0.638326,0.792969,0.271364,0.165533
HOLDOUT,S0009,ENGULFING,UP,30,93,93,0,93,40,0.430108,0.334235,0.531525,0.012763,-0.019588
HOLDOUT,S0009,ENGULFING,UP,60,93,93,0,93,34,0.365591,0.274857,0.466989,-0.031431,-0.039415
HOLDOUT,S0009,ENGULFING,UP,90,93,93,3,90,37,0.411111,0.315132,0.514368,-0.001715,-0.023317
HOLDOUT,S0009,ENGULFING,DOWN,30,34,34,0,34,30,0.882353,0.733792,0.953286,0.270145,0.193702
HOLDOUT,S0009,ENGULFING,DOWN,60,34,34,0,34,31,0.911765,0.770395,0.969534,0.378814,0.367288
HOLDOUT,S0009,ENGULFING,DOWN,90,34,34,0,34,32,0.941176,0.809064,0.983717,0.275356,0.242044
HOLDOUT,S0009,ENGULFING,SIDEWAYS,30,257,257,17,240,106,0.441667,0.38025,0.504921,-0.016698,-0.0188
HOLDOUT,S0009,ENGULFING,SIDEWAYS,60,257,257,65,192,92,0.479167,0.409608,0.549543,0.014526,-0.009343
HOLDOUT,S0009,ENGULFING,SIDEWAYS,90,257,257,75,182,88,0.483516,0.412009,0.555705,0.039122,-0.008345
HOLDOUT,S0009,STRONG_FRACTAL,UP,30,142,142,0,142,65,0.457746,0.377994,0.539725,0.003097,-0.015862
HOLDOUT,S0009,STRONG_FRACTAL,UP,60,142,142,0,142,51,0.359155,0.284915,0.440815,-0.026767,-0.049077
HOLDOUT,S0009,STRONG_FRACTAL,UP,90,142,142,11,131,55,0.419847,0.338798,0.505464,-0.003318,-0.052501
HOLDOUT,S0009,STRONG_FRACTAL,DOWN,30,118,116,2,116,94,0.810345,0.729508,0.871286,0.212995,0.205828
HOLDOUT,S0009,STRONG_FRACTAL,DOWN,60,118,116,2,116,112,0.965517,0.91468,0.98651,0.38347,0.341278
HOLDOUT,S0009,STRONG_FRACTAL,DOWN,90,118,116,2,116,111,0.956897,0.903051,0.98145,0.299037,0.237485
HOLDOUT,S0009,STRONG_FRACTAL,SIDEWAYS,30,614,612,67,547,249,0.45521,0.413935,0.497111,-0.00691,-0.014543
HOLDOUT,S0009,STRONG_FRACTAL,SIDEWAYS,60,614,612,170,444,224,0.504505,0.45816,0.550772,0.042139,0.002373
HOLDOUT,S0009,STRONG_FRACTAL,SIDEWAYS,90,614,612,204,410,216,0.526829,0.478476,0.574684,0.069358,0.013446
HOLDOUT,S0010,ENGULFING,UP,30,668,665,3,665,274,0.41203,0.37523,0.44984,0.002716,-0.029071
HOLDOUT,S0010,ENGULFING,UP,60,668,665,3,665,280,0.421053,0.384086,0.458926,0.022593,-0.031917
HOLDOUT,S0010,ENGULFING,UP,90,668,665,20,648,297,0.458333,0.420328,0.49683,0.031801,-0.026399
HOLDOUT,S0010,ENGULFING,DOWN,30,217,213,4,213,189,0.887324,0.837821,0.923104,0.237784,0.211424
HOLDOUT,S0010,ENGULFING,DOWN,60,217,213,4,213,196,0.920188,0.875914,0.949574,0.300914,0.227386
HOLDOUT,S0010,ENGULFING,DOWN,90,217,213,4,213,152,0.713615,0.649541,0.77012,0.193965,0.118657
HOLDOUT,S0010,ENGULFING,SIDEWAYS,30,936,931,105,831,379,0.456077,0.422493,0.490066,0.001933,-0.01814
HOLDOUT,S0010,ENGULFING,SIDEWAYS,60,936,931,203,733,387,0.527967,0.491776,0.563867,0.047598,0.017536
HOLDOUT,S0010,ENGULFING,SIDEWAYS,90,936,931,267,669,429,0.641256,0.604199,0.676699,0.130576,0.082201
HOLDOUT,S0010,STRONG_FRACTAL,UP,30,2870,2844,26,2844,1184,0.416315,0.398323,0.434533,0.008914,-0.026993
HOLDOUT,S0010,STRONG_FRACTAL,UP,60,2870,2844,26,2844,1286,0.45218,0.433965,0.470524,0.046554,-0.017192
HOLDOUT,S0010,STRONG_FRACTAL,UP,90,2870,2844,135,2735,1266,0.462888,0.444267,0.481615,0.068051,-0.017155
HOLDOUT,S0010,STRONG_FRACTAL,DOWN,30,722,708,14,708,586,0.827684,0.798116,0.853714,0.220028,0.199504
HOLDOUT,S0010,STRONG_FRACTAL,DOWN,60,722,708,14,708,633,0.894068,0.869234,0.914649,0.25701,0.216518
HOLDOUT,S0010,STRONG_FRACTAL,DOWN,90,722,708,14,708,537,0.758475,0.725607,0.788553,0.191519,0.132156
HOLDOUT,S0010,STRONG_FRACTAL,SIDEWAYS,30,4282,4246,524,3758,1995,0.530867,0.514889,0.546783,0.030416,0.009949
HOLDOUT,S0010,STRONG_FRACTAL,SIDEWAYS,60,4282,4246,843,3439,1941,0.564408,0.547774,0.580899,0.07557,0.028143
HOLDOUT,S0010,STRONG_FRACTAL,SIDEWAYS,90,4282,4246,1155,3127,2104,0.672849,0.656202,0.689073,0.152471,0.091513
HOLDOUT,S0011,ENGULFING,UP,30,147,146,1,146,65,0.445205,0.367023,0.526198,0.007843,-0.016338
HOLDOUT,S0011,ENGULFING,UP,60,147,146,1,146,50,0.342466,0.270417,0.422592,-0.021953,-0.041373
HOLDOUT,S0011,ENGULFING,UP,90,147,146,5,142,60,0.422535,0.344382,0.50477,0.031557,-0.024561
HOLDOUT,S0011,ENGULFING,DOWN,30,87,87,0,87,82,0.942529,0.872426,0.975204,0.226242,0.192538
HOLDOUT,S0011,ENGULFING,DOWN,60,87,87,0,87,80,0.91954,0.843118,0.96048,0.301973,0.264925
HOLDOUT,S0011,ENGULFING,DOWN,90,87,87,0,87,64,0.735632,0.634436,0.8169,0.200014,0.185597
HOLDOUT,S0011,ENGULFING,SIDEWAYS,30,277,276,48,229,105,0.458515,0.395195,0.523205,-0.012057,-0.019026
HOLDOUT,S0011,ENGULFING,SIDEWAYS,60,277,276,93,184,91,0.494565,0.423178,0.566175,0.036005,-0.002238
HOLDOUT,S0011,ENGULFING,SIDEWAYS,90,277,276,113,164,92,0.560976,0.484489,0.634671,0.087043,0.057851
HOLDOUT,S0011,STRONG_FRACTAL,UP,30,453,453,0,453,192,0.423841,0.379162,0.469801,0.008313,-0.020622
HOLDOUT,S0011,STRONG_FRACTAL,UP,60,453,453,0,453,176,0.388521,0.344753,0.434164,0.004934,-0.031133
HOLDOUT,S0011,STRONG_FRACTAL,UP,90,453,453,28,425,192,0.451765,0.405093,0.499301,0.045702,-0.030482
HOLDOUT,S0011,STRONG_FRACTAL,DOWN,30,268,265,3,265,232,0.875472,0.830275,0.909938,0.252854,0.220267
HOLDOUT,S0011,STRONG_FRACTAL,DOWN,60,268,265,3,265,249,0.939623,0.904184,0.962497,0.320178,0.27489
HOLDOUT,S0011,STRONG_FRACTAL,DOWN,90,268,265,3,265,213,0.803774,0.751762,0.847104,0.224759,0.15305
HOLDOUT,S0011,STRONG_FRACTAL,SIDEWAYS,30,1118,1113,196,922,446,0.483731,0.451609,0.515989,0.007278,-0.004364
HOLDOUT,S0011,STRONG_FRACTAL,SIDEWAYS,60,1118,1113,322,796,416,0.522613,0.487889,0.55712,0.054973,0.013536
HOLDOUT,S0011,STRONG_FRACTAL,SIDEWAYS,90,1118,1113,393,725,414,0.571034,0.534727,0.606593,0.09528,0.043928
HOLDOUT,S0012,ENGULFING,UP,30,43,43,0,43,20,0.465116,0.325111,0.610844,-0.000463,-0.012264
HOLDOUT,S0012,ENGULFING,UP,60,43,43,0,43,16,0.372093,0.243763,0.521402,-0.029145,-0.04122
HOLDOUT,S0012,ENGULFING,UP,90,43,43,1,42,17,0.404762,0.270429,0.555057,0.006146,-0.024062
HOLDOUT,S0012,ENGULFING,DOWN,30,15,15,0,15,12,0.8,0.548146,0.929525,0.194016,0.179773
HOLDOUT,S0012,ENGULFING,DOWN,60,15,15,0,15,13,0.866667,0.62118,0.962639,0.296659,0.29098
HOLDOUT,S0012,ENGULFING,DOWN,90,15,15,0,15,13,0.866667,0.62118,0.962639,0.227542,0.202395
HOLDOUT,S0012,ENGULFING,SIDEWAYS,30,44,43,5,39,16,0.410256,0.270793,0.565814,-0.044082,-0.051809
HOLDOUT,S0012,ENGULFING,SIDEWAYS,60,44,43,15,29,15,0.517241,0.34431,0.686139,0.002701,0.022622
HOLDOUT,S0012,ENGULFING,SIDEWAYS,90,44,43,15,29,16,0.551724,0.37548,0.715868,0.054108,0.058582
HOLDOUT,S0012,STRONG_FRACTAL,UP,30,125,125,0,125,60,0.48,0.394328,0.566865,0.035257,-0.008641
HOLDOUT,S0012,STRONG_FRACTAL,UP,60,125,125,0,125,51,0.408,0.325837,0.495649,0.037382,-0.022093
HOLDOUT,S0012,STRONG_FRACTAL,UP,90,125,125,2,123,54,0.439024,0.354487,0.527255,0.059437,-0.020298
HOLDOUT,S0012,STRONG_FRACTAL,DOWN,30,54,52,2,52,45,0.865385,0.747267,0.933231,0.271701,0.192089
HOLDOUT,S0012,STRONG_FRACTAL,DOWN,60,54,52,2,52,49,0.942308,0.843575,0.980186,0.345248,0.268912
HOLDOUT,S0012,STRONG_FRACTAL,DOWN,90,54,52,2,52,44,0.846154,0.724759,0.919923,0.273469,0.175197
HOLDOUT,S0012,STRONG_FRACTAL,SIDEWAYS,30,174,174,13,161,69,0.428571,0.354672,0.5058,-0.015383,-0.013569
HOLDOUT,S0012,STRONG_FRACTAL,SIDEWAYS,60,174,174,38,136,59,0.433824,0.35348,0.517803,0.018963,-0.035781
HOLDOUT,S0012,STRONG_FRACTAL,SIDEWAYS,90,174,174,48,126,59,0.468254,0.383359,0.555027,0.039759,-0.033743
HOLDOUT,S0013,ENGULFING,UP,30,3,3,0,3,3,1.0,0.438503,1.0,0.15566,0.110464
HOLDOUT,S0013,ENGULFING,UP,60,3,3,0,3,2,0.666667,0.20766,0.938508,0.033796,0.074398
HOLDOUT,S0013,ENGULFING,UP,90,3,3,1,2,1,0.5,0.094531,0.905469,0.01563,0.01563
HOLDOUT,S0013,ENGULFING,DOWN,30,0,0,0,0,0,,,,,
HOLDOUT,S0013,ENGULFING,DOWN,60,0,0,0,0,0,,,,,
HOLDOUT,S0013,ENGULFING,DOWN,90,0,0,0,0,0,,,,,
HOLDOUT,S0013,ENGULFING,SIDEWAYS,30,4,4,0,4,3,0.75,0.300642,0.954413,-0.062829,0.015401
HOLDOUT,S0013,ENGULFING,SIDEWAYS,60,4,4,1,3,2,0.666667,0.20766,0.938508,0.472978,0.144256
HOLDOUT,S0013,ENGULFING,SIDEWAYS,90,4,4,1,3,2,0.666667,0.20766,0.938508,0.465234,0.34192
HOLDOUT,S0013,STRONG_FRACTAL,UP,30,2,2,0,2,0,0.0,0.0,0.65762,-0.055217,-0.055217
HOLDOUT,S0013,STRONG_FRACTAL,UP,60,2,2,0,2,1,0.5,0.094531,0.905469,0.046113,0.046113
HOLDOUT,S0013,STRONG_FRACTAL,UP,90,2,2,0,2,1,0.5,0.094531,0.905469,0.023251,0.023251
HOLDOUT,S0013,STRONG_FRACTAL,DOWN,30,6,6,0,6,6,1.0,0.609666,1.0,0.320262,0.302674
HOLDOUT,S0013,STRONG_FRACTAL,DOWN,60,6,6,0,6,6,1.0,0.609666,1.0,0.338685,0.362552
HOLDOUT,S0013,STRONG_FRACTAL,DOWN,90,6,6,0,6,6,1.0,0.609666,1.0,0.369672,0.29382
HOLDOUT,S0013,STRONG_FRACTAL,SIDEWAYS,30,11,11,2,9,5,0.555556,0.266651,0.811221,0.037664,0.024812
HOLDOUT,S0013,STRONG_FRACTAL,SIDEWAYS,60,11,11,2,9,7,0.777778,0.452589,0.936775,0.125551,0.047526
HOLDOUT,S0013,STRONG_FRACTAL,SIDEWAYS,90,11,11,4,7,5,0.714286,0.358934,0.917781,0.124328,0.160864
HOLDOUT,S0014,ENGULFING,UP,30,9,9,0,9,5,0.555556,0.266651,0.811221,-0.030358,0.035762
HOLDOUT,S0014,ENGULFING,UP,60,9,9,0,9,4,0.444444,0.188779,0.733349,0.030448,-0.037782
HOLDOUT,S0014,ENGULFING,UP,90,9,9,1,8,4,0.5,0.215216,0.784784,0.018939,-0.016077
HOLDOUT,S0014,ENGULFING,DOWN,30,6,6,0,6,5,0.833333,0.436497,0.969947,0.381769,0.279255
HOLDOUT,S0014,ENGULFING,DOWN,60,6,6,0,6,6,1.0,0.609666,1.0,0.398518,0.23134
HOLDOUT,S0014,ENGULFING,DOWN,90,6,6,0,6,5,0.833333,0.436497,0.969947,0.340573,0.162853
HOLDOUT,S0014,ENGULFING,SIDEWAYS,30,27,26,6,21,10,0.47619,0.28344,0.676305,0.03582,-0.003586
HOLDOUT,S0014,ENGULFING,SIDEWAYS,60,27,26,7,20,6,0.3,0.145477,0.518973,0.013123,-0.036078
HOLDOUT,S0014,ENGULFING,SIDEWAYS,90,27,26,9,18,5,0.277778,0.124998,0.508727,0.014043,-0.079852
HOLDOUT,S0014,STRONG_FRACTAL,UP,30,28,28,0,28,12,0.428571,0.265085,0.609292,0.034998,-0.047343
HOLDOUT,S0014,STRONG_FRACTAL,UP,60,28,28,0,28,14,0.5,0.326331,0.673669,0.074961,0.008247
HOLDOUT,S0014,STRONG_FRACTAL,UP,90,28,28,1,27,11,0.407407,0.245148,0.592733,0.069084,-0.039311
HOLDOUT,S0014,STRONG_FRACTAL,DOWN,30,6,6,0,6,5,0.833333,0.436497,0.969947,0.164551,0.151768
HOLDOUT,S0014,STRONG_FRACTAL,DOWN,60,6,6,0,6,4,0.666667,0.299993,0.903229,0.100991,0.056624
HOLDOUT,S0014,STRONG_FRACTAL,DOWN,90,6,6,0,6,2,0.333333,0.096771,0.700007,-0.033058,-0.046043
HOLDOUT,S0014,STRONG_FRACTAL,SIDEWAYS,30,70,68,21,49,24,0.489796,0.355751,0.625324,0.031316,-0.006379
HOLDOUT,S0014,STRONG_FRACTAL,SIDEWAYS,60,70,68,31,39,18,0.461538,0.315669,0.614306,0.034059,-0.038432
HOLDOUT,S0014,STRONG_FRACTAL,SIDEWAYS,90,70,68,44,26,14,0.538462,0.354579,0.712441,0.183851,0.0459
HOLDOUT,S0015,ENGULFING,UP,30,93,92,1,92,36,0.391304,0.297856,0.493466,0.021077,-0.031016
HOLDOUT,S0015,ENGULFING,UP,60,93,92,1,92,40,0.434783,0.338116,0.536678,0.021146,-0.03901
HOLDOUT,S0015,ENGULFING,UP,90,93,92,2,91,42,0.461538,0.362754,0.563438,0.015336,-0.028285
HOLDOUT,S0015,ENGULFING,DOWN,30,4,4,0,4,2,0.5,0.150039,0.849961,0.030794,0.029132
HOLDOUT,S0015,ENGULFING,DOWN,60,4,4,0,4,4,1.0,0.510109,1.0,0.420582,0.345073
HOLDOUT,S0015,ENGULFING,DOWN,90,4,4,0,4,3,0.75,0.300642,0.954413,0.296619,0.170492
HOLDOUT,S0015,ENGULFING,SIDEWAYS,30,117,117,5,112,57,0.508929,0.417595,0.59967,0.021304,0.005237
HOLDOUT,S0015,ENGULFING,SIDEWAYS,60,117,117,19,98,58,0.591837,0.492854,0.683892,0.085179,0.060291
HOLDOUT,S0015,ENGULFING,SIDEWAYS,90,117,117,22,95,73,0.768421,0.674175,0.841803,0.135401,0.128437
HOLDOUT,S0015,STRONG_FRACTAL,UP,30,1510,1499,11,1499,655,0.436958,0.412041,0.462197,0.010748,-0.021997
HOLDOUT,S0015,STRONG_FRACTAL,UP,60,1510,1499,11,1499,676,0.450967,0.425935,0.47625,0.048512,-0.014306
HOLDOUT,S0015,STRONG_FRACTAL,UP,90,1510,1499,92,1418,655,0.461918,0.436107,0.487935,0.070107,-0.015038
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,30,186,186,0,186,143,0.768817,0.70316,0.823595,0.167268,0.161523
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,60,186,186,0,186,170,0.913978,0.864845,0.946358,0.283266,0.249841
HOLDOUT,S0015,STRONG_FRACTAL,DOWN,90,186,186,0,186,160,0.860215,0.803063,0.902789,0.229737,0.175871
